Group number 1:
(9321, 10918, 6)
(9321, 10919, 8)
(9321, 10920, 6)
(9321, 10957, 5)
(9322, 10918, 7)
(9322, 10919, 6)
(9322, 10958, 6)
(9323, 10921, 6)
(9323, 10958, 5)
(9323, 10959, 7)
(9324, 10922, 5)
(9324, 11009, 5)
(9325, 10961, 6)
(9352, 10918, 9)
(9352, 10919, 21)
(9352, 10920, 15)
(9352, 10921, 6)
(9352, 10922, 5)
(9352, 10957, 12)
(9352, 10958, 11)
(9352, 10959, 6)
(9352, 10960, 5)
(9353, 10918, 8)
(9353, 10919, 24)
(9353, 10920, 18)
(9353, 10921, 7)
(9353, 10922, 6)
(9353, 10957, 16)
(9353, 10958, 14)
(9353, 10959, 5)
(9354, 10918, 7)
(9354, 10919, 19)
(9354, 10920, 12)
(9354, 10921, 10)
(9354, 10922, 5)
(9354, 10957, 11)
(9354, 10958, 21)
(9354, 10959, 10)
(9355, 10920, 11)
(9355, 10921, 11)
(9355, 10922, 8)
(9355, 10957, 6)
(9355, 10958, 12)
(9355, 10959, 8)
(9355, 10960, 9)
(9356, 10921, 13)
(9356, 10922, 8)
(9356, 10959, 11)
(9356, 10960, 7)
(9356, 11009, 6)
(9357, 10922, 9)
(9357, 10923, 6)
(9357, 10960, 7)
(9357, 10961, 11)
(9358, 10961, 5)
(9358, 10962, 5)
(9359, 10924, 6)
(9394, 10918, 7)
(9394, 10919, 23)
(9394, 10920, 10)
(9394, 10921, 5)
(9394, 10957, 11)
(9394, 10958, 8)
(9394, 10959, 7)
(9395, 10918, 9)
(9395, 10919, 25)
(9395, 10920, 20)
(9395, 10921, 5)
(9395, 10957, 13)
(9395, 10958, 15)
(9395, 10959, 6)
(9396, 10918, 6)
(9396, 10919, 16)
(9396, 10920, 23)
(9396, 10921, 9)
(9396, 10957, 11)
(9396, 10958, 23)
(9396, 10959, 8)
(9397, 10920, 13)
(9397, 10921, 18)
(9397, 10922, 13)
(9397, 10958, 9)
(9397, 10959, 17)
(9397, 10960, 8)
(9397, 11009, 6)
(9398, 10921, 12)
(9398, 10922, 8)
(9398, 10923, 6)
(9398, 10960, 7)
(9399, 10961, 7)
(9400, 10924, 6)
(9400, 10962, 9)

Group number 2:
(9321, 12717, 10)
(9321, 12718, 6)
(9322, 12677, 5)
(9322, 12717, 9)
(9322, 12718, 11)
(9323, 12678, 5)
(9323, 12719, 6)
(9324, 12720, 8)
(9325, 12680, 5)
(9325, 12721, 8)
(9325, 12722, 5)
(9326, 12722, 7)
(9327, 12639, 7)
(9352, 12676, 9)
(9352, 12677, 6)
(9352, 12717, 15)
(9352, 12718, 19)
(9352, 12720, 5)
(9353, 12634, 5)
(9353, 12676, 7)
(9353, 12677, 7)
(9353, 12716, 5)
(9353, 12717, 16)
(9353, 12718, 14)
(9353, 12719, 6)
(9353, 12720, 5)
(9354, 12633, 6)
(9354, 12634, 5)
(9354, 12676, 7)
(9354, 12678, 5)
(9354, 12679, 5)
(9354, 12717, 15)
(9354, 12718, 19)
(9354, 12719, 8)
(9354, 12720, 7)
(9355, 12677, 7)
(9355, 12679, 6)
(9355, 12718, 14)
(9355, 12719, 6)
(9355, 12720, 8)
(9356, 12635, 5)
(9356, 12636, 5)
(9356, 12678, 18)
(9356, 12679, 8)
(9356, 12719, 10)
(9356, 12720, 9)
(9357, 12679, 9)
(9357, 12680, 5)
(9357, 12719, 5)
(9357, 12720, 7)
(9357, 12721, 10)
(9358, 12638, 6)
(9358, 12680, 6)
(9358, 12721, 6)
(9394, 12676, 8)
(9394, 12677, 6)
(9394, 12717, 10)
(9394, 12718, 15)
(9395, 12676, 5)
(9395, 12677, 10)
(9395, 12678, 5)
(9395, 12717, 25)
(9395, 12718, 20)
(9395, 12719, 7)
(9396, 12634, 5)
(9396, 12676, 9)
(9396, 12677, 5)
(9396, 12678, 5)
(9396, 12716, 5)
(9396, 12717, 10)
(9396, 12718, 21)
(9396, 12719, 12)
(9396, 12720, 6)
(9397, 12676, 5)
(9397, 12678, 12)
(9397, 12679, 5)
(9397, 12717, 5)
(9397, 12719, 19)
(9397, 12720, 7)
(9398, 12635, 6)
(9398, 12678, 9)
(9398, 12679, 7)
(9398, 12719, 7)
(9398, 12720, 11)
(9398, 12721, 5)
(9399, 12679, 5)
(9399, 12680, 5)
(9399, 12721, 7)
(9400, 12681, 5)
(9400, 12721, 6)

Group number 3:
(9353, 13986, 24)
(9353, 13987, 35)
(9353, 13988, 18)
(9353, 13989, 6)
(9353, 13990, 5)
(9353, 14025, 33)
(9353, 14026, 25)
(9353, 14027, 14)
(9353, 14028, 5)
(9354, 13986, 10)
